transaction_id,user_id,age,timestamp,hour,day_of_week,amount,distance_from_home,category,device,is_fraud,amount_category,transactions_per_user,avg_transaction_amount,time_since_last_tx,tx_velocity_1h
TX004590,USR001,37,2026-05-08 10:16:40,10,4,61.16,9.03,online_retail,pos,0,Medium,8,72.41,55.57,1
TX009843,USR001,37,2026-05-08 11:49:37,11,4,10.55,59.7,gas,web,0,Low,9,65.54,92.95,0
TX006539,USR001,37,2026-05-09 02:17:24,2,5,16.8,2.07,gas,pos,0,Low,10,60.66,867.78,0
TX010802,USR001,37,2026-05-13 07:46:27,7,2,89.96,13.42,online_retail,mobile,0,Medium,11,63.33,6089.05,0
TX000360,USR001,37,2026-05-13 19:49:58,19,2,29.25,5.63,gas,pos,0,Medium,12,60.49,723.52,0
TX009690,USR001,37,2026-05-14 00:16:05,0,3,9.89,0.79,gas,web,0,Low,13,56.6,266.12,0
TX009410,USR001,37,2026-05-15 05:14:49,5,4,7.46,0.77,grocery,pos,0,Low,14,53.09,1738.73,0
TX000087,USR001,37,2026-05-16 01:57:07,1,5,34.77,2.61,services,pos,0,Medium,15,51.87,1242.3,0
TX011052,USR001,37,2026-05-19 03:10:12,3,1,103.74,6.8,grocery,pos,0,High,16,55.11,4393.08,0
TX001756,USR001,37,2026-05-19 10:12:00,10,1,102.37,12.86,grocery,web,0,High,17,57.89,421.8,0
TX014247,USR001,37,2026-05-19 15:34:16,15,1,37.0,0.68,services,pos,0,Medium,18,56.73,322.27,0
TX007106,USR001,37,2026-05-19 21:47:49,21,1,246.88,9.81,grocery,pos,1,High,19,66.74,373.55,0
TX014129,USR001,37,2026-05-20 18:17:34,18,2,29.82,3.89,online_retail,pos,0,Medium,20,64.89,1229.75,0
TX004349,USR001,37,2026-05-20 22:59:51,22,2,28.83,4.5,services,mobile,0,Medium,21,63.17,282.28,0
TX012978,USR001,37,2026-05-20 23:55:50,23,2,2.54,9.08,grocery,pos,0,Low,22,60.42,55.98,1
TX005948,USR001,37,2026-05-21 13:42:26,13,3,21.17,36.43,grocery,web,0,Medium,23,58.71,826.6,0
TX005842,USR001,37,2026-05-22 09:18:58,9,4,77.63,6.45,online_retail,pos,0,Medium,24,59.5,1176.53,0
TX002498,USR001,37,2026-05-23 19:57:25,19,5,158.22,0.88,travel,pos,0,High,25,63.45,2078.45,0
TX002982,USR001,37,2026-05-24 10:35:21,10,6,14.44,3.58,gas,web,0,Low,26,61.56,877.93,0
TX007389,USR001,37,2026-05-24 14:38:23,14,6,52.58,12.46,gas,pos,0,Medium,27,61.23,243.03,0
TX011133,USR001,37,2026-05-27 08:34:24,8,2,94.34,12.96,grocery,web,0,Medium,28,62.41,3956.02,0
TX012798,USR001,37,2026-05-28 20:44:37,20,3,33.49,9.96,entertainment,pos,0,Medium,29,61.41,2170.22,0
TX002558,USR002,30,2026-05-01 15:31:56,15,4,3.38,2.43,online_retail,pos,0,Low,1,3.38,-1.0,0
TX011329,USR002,30,2026-05-02 01:59:53,1,5,42.41,0.87,online_retail,mobile,1,Medium,2,22.9,627.95,0
TX013567,USR002,30,2026-05-02 14:08:13,14,5,70.91,9.09,grocery,mobile,0,Medium,3,38.9,728.33,0
TX005774,USR002,30,2026-05-02 17:16:48,17,5,12.84,1.04,grocery,pos,0,Low,4,32.38,188.58,0
TX002914,USR002,30,2026-05-03 02:27:56,2,6,25.68,10.29,grocery,web,0,Medium,5,31.04,551.13,0
TX001220,USR002,30,2026-05-04 08:40:31,8,0,10.43,10.3,gas,web,0,Low,6,27.61,1812.58,0
TX003181,USR002,30,2026-05-06 09:21:45,9,2,2.53,2.56,gas,web,0,Low,7,24.03,2921.23,0
TX003758,USR002,30,2026-05-07 08:18:17,8,3,92.48,3.92,grocery,mobile,0,Medium,8,32.58,1376.53,0
TX003658,USR002,30,2026-05-08 19:09:29,19,4,32.99,5.69,grocery,mobile,0,Medium,9,32.63,2091.2,0
TX007647,USR002,30,2026-05-09 06:29:48,6,5,163.64,2.14,entertainment,mobile,0,High,10,45.73,680.32,0
TX005198,USR002,30,2026-05-09 23:07:54,23,5,78.05,0.85,services,pos,0,Medium,11,48.67,998.1,0
TX011375,USR002,30,2026-05-11 13:25:50,13,0,23.24,4.28,gas,pos,0,Medium,12,46.55,2297.93,0
TX009474,USR002,30,2026-05-14 23:18:50,23,3,30.47,4.85,online_retail,web,0,Medium,13,45.31,4913.0,0
TX010850,USR002,30,2026-05-15 00:34:09,0,4,58.33,22.95,grocery,web,0,Medium,14,46.24,75.32,0
TX005671,USR002,30,2026-05-16 20:28:13,20,5,87.08,1.75,grocery,mobile,0,Medium,15,48.96,2634.07,0
TX010614,USR002,30,2026-05-17 02:54:40,2,6,45.73,16.15,entertainment,pos,0,Medium,16,48.76,386.45,0
TX005410,USR002,30,2026-05-18 08:35:58,8,0,100.04,1.13,services,web,0,High,17,51.78,1781.3,0
TX003680,USR002,30,2026-05-19 23:53:38,23,1,24.61,0.89,grocery,pos,0,Medium,18,50.27,2357.67,0
TX002071,USR002,30,2026-05-23 03:47:41,3,5,12.22,3.12,travel,mobile,0,Low,19,48.27,4554.05,0
TX002154,USR002,30,2026-05-23 10:08:46,10,5,31.04,1.45,grocery,pos,0,Medium,20,47.4,381.08,0
TX013470,USR002,30,2026-05-25 14:02:37,14,0,40.66,0.88,online_retail,pos,0,Medium,21,47.08,3113.85,0
TX006674,USR002,30,2026-05-27 02:30:16,2,2,9.96,46.21,travel,pos,0,Low,22,45.4,2187.65,0
TX006438,USR002,30,2026-05-27 15:51:29,15,2,8.7,2.61,online_retail,pos,0,Low,23,43.8,801.22,0
TX006170,USR002,30,2026-05-30 13:32:31,13,5,51.8,71.78,travel,mobile,0,Medium,24,44.13,4181.03,0
TX009091,USR002,30,2026-05-30 19:37:52,19,5,22.06,1.36,gas,web,0,Medium,25,43.25,365.35,0
TX013495,USR003,54,2026-05-02 06:38:15,6,5,28.05,0.58,grocery,mobile,0,Medium,1,28.05,-1.0,0
TX010148,USR003,54,2026-05-02 12:45:21,12,5,23.11,21.11,entertainment,pos,0,Medium,2,25.58,367.1,0
TX002619,USR003,54,2026-05-02 17:13:08,17,5,151.5,1.87,gas,pos,0,High,3,67.55,267.78,0
TX000450,USR003,54,2026-05-04 05:10:45,5,0,116.95,5.29,grocery,mobile,0,High,4,79.9,2157.62,0
TX011781,USR003,54,2026-05-06 07:36:09,7,2,9.61,0.88,online_retail,mobile,0,Low,5,65.84,3025.4,0
TX013514,USR003,54,2026-05-06 13:39:16,13,2,19.44,4.28,gas,mobile,0,Low,6,58.11,363.12,0
TX001314,USR003,54,2026-05-08 01:34:01,1,4,77.48,0.86,gas,web,0,Medium,7,60.88,2154.75,0
TX003755,USR003,54,2026-05-08 10:28:51,10,4,60.46,4.1,gas,pos,0,Medium,8,60.82,534.83,0
TX001808,USR003,54,2026-05-08 13:24:19,13,4,31.77,2.54,grocery,mobile,0,Medium,9,57.6,175.47,0
TX002353,USR003,54,2026-05-09 19:02:54,19,5,10.62,5.91,gas,mobile,0,Low,10,52.9,1778.58,0
TX004244,USR003,54,2026-05-10 04:15:04,4,6,16.73,9.5,gas,mobile,0,Low,11,49.61,552.17,0
TX007600,USR003,54,2026-05-10 15:58:54,15,6,19.75,5.99,online_retail,mobile,0,Low,12,47.12,703.83,0
TX006901,USR003,54,2026-05-11 17:37:25,17,0,43.68,7.7,grocery,pos,0,Medium,13,46.86,1538.52,0
TX001290,USR003,54,2026-05-12 06:07:05,6,1,181.95,3.93,entertainment,pos,0,High,14,56.51,749.67,0
TX008861,USR003,54,2026-05-12 13:56:38,13,1,16.66,2.66,travel,mobile,0,Low,15,53.85,469.55,0
TX010543,USR003,54,2026-05-14 02:20:57,2,3,11.87,7.88,gas,pos,0,Low,16,51.23,2184.32,0
TX005323,USR003,54,2026-05-18 13:21:11,13,0,29.71,3.92,grocery,mobile,0,Medium,17,49.96,6420.23,0
TX007900,USR003,54,2026-05-18 19:29:31,19,0,92.92,4.1,grocery,pos,0,Medium,18,52.35,368.33,0
TX002019,USR003,54,2026-05-20 12:24:55,12,2,7.79,7.22,online_retail,pos,0,Low,19,50.0,2455.4,0
TX008343,USR003,54,2026-05-20 18:08:00,18,2,141.69,1.3,online_retail,pos,0,High,20,54.59,343.08,0
TX005639,USR003,54,2026-05-20 20:04:43,20,2,27.88,24.92,online_retail,pos,1,Medium,21,53.32,116.72,0
TX010628,USR003,54,2026-05-23 11:01:19,11,5,15.89,3.32,entertainment,mobile,0,Low,22,51.61,3776.6,0
TX009816,USR003,54,2026-05-25 22:31:56,22,0,6.68,5.2,online_retail,mobile,0,Low,23,49.66,3570.62,0
TX000678,USR003,54,2026-05-26 03:13:14,3,1,67.12,4.25,grocery,pos,0,Medium,24,50.39,281.3,0
TX014753,USR003,54,2026-05-29 03:08:26,3,4,27.91,9.81,grocery,web,0,Medium,25,49.49,4315.2,0
TX010646,USR003,54,2026-05-29 10:44:13,10,4,39.28,6.73,online_retail,pos,0,Medium,26,49.1,455.78,0
TX014149,USR003,54,2026-05-29 13:24:13,13,4,13.45,4.22,grocery,pos,0,Low,27,47.78,160.0,0
TX000846,USR004,51,2026-05-01 05:13:01,5,4,24.07,25.5,travel,web,0,Medium,1,24.07,-1.0,0
TX004806,USR004,51,2026-05-02 02:59:40,2,5,20.36,0.1,travel,mobile,0,Medium,2,22.22,1306.65,0
TX005875,USR004,51,2026-05-05 04:51:56,4,1,29.95,19.91,online_retail,mobile,0,Medium,3,24.79,4432.27,0
TX000176,USR004,51,2026-05-06 13:28:53,13,2,16.95,13.52,gas,pos,0,Low,4,22.83,1956.95,0
TX001483,USR004,51,2026-05-08 07:16:11,7,4,7.14,0.5,grocery,pos,0,Low,5,19.69,2507.3,0
TX004827,USR004,51,2026-05-08 15:17:10,15,4,506.99,13.67,grocery,mobile,0,Critical,6,100.91,480.98,0
TX001414,USR004,51,2026-05-09 05:20:19,5,5,8.47,15.96,grocery,pos,0,Low,7,87.7,843.15,0
TX002134,USR004,51,2026-05-10 07:31:00,7,6,39.7,8.79,travel,pos,0,Medium,8,81.7,1570.68,0
TX004000,USR004,51,2026-05-10 10:51:48,10,6,5.63,0.69,online_retail,mobile,0,Low,9,73.25,200.8,0
TX006599,USR004,51,2026-05-12 12:01:34,12,1,4.49,10.17,grocery,web,0,Low,10,66.38,2949.77,0
TX000992,USR004,51,2026-05-13 04:04:57,4,2,36.52,15.01,grocery,pos,0,Medium,11,63.66,963.38,0
TX009997,USR004,51,2026-05-13 23:34:22,23,2,39.42,2.26,gas,web,0,Medium,12,61.64,1169.42,0
TX010039,USR004,51,2026-05-15 11:14:25,11,4,116.92,7.61,online_retail,web,0,High,13,65.89,2140.05,0
TX003190,USR004,51,2026-05-15 19:49:16,19,4,49.38,2.93,online_retail,mobile,0,Medium,14,64.71,514.85,0
TX000570,USR004,51,2026-05-16 03:01:24,3,5,28.51,12.97,services,pos,0,Medium,15,62.3,432.13,0
TX010375,USR004,51,2026-05-16 20:23:34,20,5,12.81,3.08,gas,web,0,Low,16,59.21,1042.17,0
TX010718,USR004,51,2026-05-17 06:25:55,6,6,148.27,2.23,grocery,mobile,0,High,17,64.45,602.35,0
TX002808,USR004,51,2026-05-18 16:24:10,16,0,83.84,4.28,online_retail,pos,0,Medium,18,65.52,2038.25,0
TX007845,USR004,51,2026-05-21 06:29:25,6,3,9.52,0.9,entertainment,pos,0,Low,19,62.58,3725.25,0
TX007374,USR004,51,2026-05-22 03:53:29,3,4,34.4,3.8,gas,pos,0,Medium,20,61.17,1284.07,0
TX007485,USR004,51,2026-05-23 01:02:37,1,5,38.25,6.92,grocery,web,0,Medium,21,60.08,1269.13,0
TX003335,USR004,51,2026-05-23 16:18:06,16,5,23.44,12.73,entertainment,mobile,0,Medium,22,58.41,915.48,0
TX014820,USR004,51,2026-05-24 15:43:37,15,6,71.65,6.04,online_retail,pos,0,Medium,23,58.99,1405.52,0
TX005379,USR004,51,2026-05-27 07:45:34,7,2,76.08,0.8,gas,pos,0,Medium,24,59.7,3841.95,0
TX001159,USR004,51,2026-05-29 18:36:19,18,4,27.37,22.71,gas,mobile,0,Medium,25,58.41,3530.75,0
TX007289,USR004,51,2026-05-30 00:02:57,0,5,25.01,25.11,online_retail,pos,0,Medium,26,57.12,326.63,0
TX003130,USR004,51,2026-05-30 18:39:46,18,5,148.26,5.13,online_retail,pos,0,High,27,60.5,1116.82,0
TX011043,USR005,35,2026-05-05 03:00:50,3,1,84.17,1.82,gas,mobile,0,Medium,1,84.17,-1.0,0
TX007475,USR005,35,2026-05-05 04:33:01,4,1,35.6,2.37,online_retail,pos,0,Medium,2,59.89,92.18,0
TX014078,USR005,35,2026-05-06 02:29:58,2,2,6.49,3.51,gas,mobile,0,Low,3,42.09,1316.95,0
TX009487,USR005,35,2026-05-07 06:39:18,6,3,46.71,6.26,gas,pos,0,Medium,4,43.24,1689.33,0
TX001019,USR005,35,2026-05-11 22:37:04,22,0,66.56,3.11,gas,pos,0,Medium,5,47.91,6717.77,0
TX000461,USR005,35,2026-05-12 08:31:33,8,1,2.11,1.6,grocery,pos,0,Low,6,40.27,594.48,0
TX012249,USR005,35,2026-05-13 07:29:49,7,2,42.6,15.3,grocery,web,0,Medium,7,40.61,1378.27,0
TX009008,USR005,35,2026-05-16 16:31:51,16,5,21.83,6.1,entertainment,mobile,0,Medium,8,38.26,4862.03,0
TX006232,USR005,35,2026-05-17 12:27:24,12,6,26.55,1.27,online_retail,web,0,Medium,9,36.96,1195.55,0
TX012523,USR005,35,2026-05-18 11:48:41,11,0,13.36,6.36,grocery,pos,0,Low,10,34.6,1401.28,0
TX005412,USR005,35,2026-05-18 12:01:55,12,0,28.55,5.44,grocery,web,0,Medium,11,34.05,13.23,1
TX006413,USR005,35,2026-05-19 03:31:49,3,1,133.22,1.89,entertainment,web,0,High,12,42.31,929.9,0
TX007211,USR005,35,2026-05-19 11:38:32,11,1,21.19,18.8,services,mobile,0,Medium,13,40.69,486.72,0
TX012042,USR005,35,2026-05-19 21:49:11,21,1,86.97,5.27,entertainment,pos,0,Medium,14,43.99,610.65,0
TX007037,USR005,35,2026-05-20 07:31:53,7,2,14.79,3.46,grocery,pos,0,Low,15,42.05,582.7,0
TX001309,USR005,35,2026-05-21 01:58:01,1,3,70.72,4.05,grocery,pos,0,Medium,16,43.84,1106.13,0
TX007603,USR005,35,2026-05-22 00:21:29,0,4,33.17,7.63,grocery,pos,0,Medium,17,43.21,1343.47,0
TX012803,USR005,35,2026-05-23 20:41:32,20,5,47.09,4.11,gas,web,0,Medium,18,43.43,2660.05,0
TX005926,USR005,35,2026-05-25 08:07:36,8,0,33.35,4.07,services,pos,0,Medium,19,42.9,2126.07,0
TX014817,USR005,35,2026-05-27 00:34:34,0,2,62.9,16.11,online_retail,pos,0,Medium,20,43.9,2426.97,0
TX008523,USR005,35,2026-05-27 12:12:30,12,2,2.54,0.82,online_retail,pos,0,Low,21,41.93,697.93,0
TX001271,USR005,35,2026-05-30 04:15:08,4,5,8.01,1.0,travel,pos,1,Low,22,40.39,3842.63,0
TX007615,USR005,35,2026-05-30 16:54:23,16,5,50.25,11.39,grocery,pos,0,Medium,23,40.81,759.25,0
TX008621,USR005,35,2026-05-30 17:05:40,17,5,4.29,81.37,entertainment,pos,0,Low,24,39.29,11.28,1
TX010624,USR006,47,2026-05-03 21:18:14,21,6,19.48,12.83,online_retail,mobile,0,Low,1,19.48,-1.0,0
TX006351,USR006,47,2026-05-03 21:31:18,21,6,31.36,41.97,gas,mobile,0,Medium,2,25.42,13.07,1
TX012152,USR006,47,2026-05-05 20:37:50,20,1,14.47,2.66,online_retail,pos,0,Low,3,21.77,2826.53,0
TX011126,USR006,47,2026-05-06 00:09:26,0,2,16.58,2.09,entertainment,mobile,0,Low,4,20.47,211.6,0
TX010824,USR006,47,2026-05-06 13:29:48,13,2,43.45,7.75,gas,pos,0,Medium,5,25.07,800.37,0
TX003930,USR006,47,2026-05-07 22:27:35,22,3,90.86,14.07,online_retail,mobile,0,Medium,6,36.03,1977.78,0
TX001219,USR006,47,2026-05-08 00:47:28,0,4,12.7,0.93,gas,web,0,Low,7,32.7,139.88,0
TX014404,USR006,47,2026-05-08 01:56:26,1,4,18.63,3.47,entertainment,pos,0,Low,8,30.94,68.97,0
TX014953,USR006,47,2026-05-08 03:18:46,3,4,15.94,4.34,grocery,mobile,0,Low,9,29.27,82.33,0
TX012134,USR006,47,2026-05-09 20:52:44,20,5,2.94,1.98,grocery,mobile,0,Low,10,26.64,2493.97,0
TX011852,USR006,47,2026-05-10 02:09:27,2,6,38.16,2.28,gas,mobile,0,Medium,11,27.69,316.72,0
TX006810,USR006,47,2026-05-10 04:15:22,4,6,84.33,12.33,grocery,web,0,Medium,12,32.41,125.92,0
TX004659,USR006,47,2026-05-11 13:19:34,13,0,91.53,7.87,online_retail,mobile,0,Medium,13,36.96,1984.2,0
TX008982,USR006,47,2026-05-11 23:44:16,23,0,13.86,11.68,entertainment,pos,0,Low,14,35.31,624.7,0
TX008321,USR006,47,2026-05-13 19:49:51,19,2,9.47,6.71,entertainment,pos,0,Low,15,33.58,2645.58,0
TX003261,USR006,47,2026-05-14 07:20:22,7,3,33.84,1.57,entertainment,pos,0,Medium,16,33.6,690.52,0
TX006019,USR006,47,2026-05-14 08:03:19,8,3,75.89,7.45,grocery,web,0,Medium,17,36.09,42.95,1
TX005282,USR006,47,2026-05-14 22:05:01,22,3,38.66,1.43,grocery,pos,0,Medium,18,36.23,841.7,0
TX005849,USR006,47,2026-05-15 03:01:42,3,4,44.23,3.08,grocery,web,0,Medium,19,36.65,296.68,0
TX009063,USR006,47,2026-05-16 20:33:13,20,5,103.73,1.29,grocery,pos,0,High,20,40.01,2491.52,0
TX008270,USR006,47,2026-05-17 08:37:46,8,6,15.81,2.15,grocery,mobile,0,Low,21,38.85,724.55,0
TX002336,USR006,47,2026-05-19 20:49:48,20,1,26.58,5.0,online_retail,mobile,0,Medium,22,38.3,3612.03,0
TX001742,USR006,47,2026-05-19 23:40:56,23,1,169.8,2.59,grocery,mobile,0,High,23,44.01,171.13,0
TX002548,USR006,47,2026-05-20 13:20:43,13,2,27.2,1.55,grocery,mobile,0,Medium,24,43.31,819.78,0
TX001979,USR006,47,2026-05-21 11:14:54,11,3,9.32,17.56,online_retail,mobile,0,Low,25,41.95,1314.18,0
TX010292,USR006,47,2026-05-25 09:29:45,9,0,16.96,3.88,grocery,mobile,0,Low,26,40.99,5654.85,0
TX000836,USR006,47,2026-05-27 05:38:45,5,2,12.96,2.38,gas,pos,0,Low,27,39.95,2649.0,0
TX013106,USR006,47,2026-05-28 14:39:06,14,3,47.33,1.22,entertainment,web,0,Medium,28,40.22,1980.35,0
TX003387,USR006,47,2026-05-29 11:53:05,11,4,13.52,0.47,services,pos,0,Low,29,39.3,1273.98,0
TX012392,USR006,47,2026-05-29 17:47:54,17,4,43.42,3.43,grocery,mobile,0,Medium,30,39.43,354.82,0
TX002247,USR006,47,2026-05-30 11:16:50,11,5,15.86,0.86,grocery,pos,0,Low,31,38.67,1048.93,0
TX009002,USR006,47,2026-05-30 23:20:26,23,5,3.96,10.53,online_retail,mobile,0,Low,32,37.59,723.6,0
TX005472,USR007,22,2026-05-03 01:14:08,1,6,45.0,4.64,grocery,web,0,Medium,1,45.0,-1.0,0
TX004081,USR007,22,2026-05-03 13:35:46,13,6,38.42,29.08,online_retail,pos,0,Medium,2,41.71,741.63,0
TX008892,USR007,22,2026-05-04 08:42:18,8,0,55.58,5.86,entertainment,pos,0,Medium,3,46.33,1146.53,0
TX013330,USR007,22,2026-05-04 10:23:50,10,0,16.89,1.87,entertainment,mobile,0,Low,4,38.97,101.53,0
TX002658,USR007,22,2026-05-06 22:59:31,22,2,15.19,0.47,gas,pos,0,Low,5,34.22,3635.68,0
TX013634,USR007,22,2026-05-08 04:08:14,4,4,49.47,11.8,grocery,web,0,Medium,6,36.76,1748.72,0
TX006521,USR007,22,2026-05-08 11:12:28,11,4,151.26,0.94,entertainment,pos,0,High,7,53.12,424.23,0
TX013279,USR007,22,2026-05-09 07:44:10,7,5,33.49,2.75,entertainment,mobile,0,Medium,8,50.66,1231.7,0
TX007761,USR007,22,2026-05-10 02:47:50,2,6,50.63,33.41,online_retail,pos,0,Medium,9,50.66,1143.67,0
TX001141,USR007,22,2026-05-10 09:28:50,9,6,24.01,9.33,grocery,pos,0,Medium,10,47.99,401.0,0
TX013201,USR007,22,2026-05-11 16:58:11,16,0,7.07,7.16,online_retail,web,0,Low,11,44.27,1889.35,0
TX008356,USR007,22,2026-05-12 09:59:14,9,1,87.13,13.92,entertainment,pos,0,Medium,12,47.84,1021.05,0
TX001196,USR007,22,2026-05-13 13:01:25,13,2,82.14,13.31,services,mobile,0,Medium,13,50.48,1622.18,0
TX005414,USR007,22,2026-05-13 17:35:00,17,2,67.41,29.88,travel,pos,0,Medium,14,51.69,273.58,0
TX014809,USR007,22,2026-05-15 03:25:05,3,4,27.61,2.18,grocery,pos,0,Medium,15,50.09,2030.08,0
TX009844,USR007,22,2026-05-16 23:56:54,23,5,60.16,2.85,online_retail,mobile,0,Medium,16,50.72,2671.82,0
TX000949,USR007,22,2026-05-17 17:03:11,17,6,80.94,1.48,travel,mobile,0,Medium,17,52.49,1026.28,0
TX004391,USR007,22,2026-05-17 19:32:37,19,6,167.36,4.31,online_retail,mobile,0,High,18,58.88,149.43,0
TX002800,USR007,22,2026-05-17 22:43:56,22,6,88.99,3.82,entertainment,pos,0,Medium,19,60.46,191.32,0
TX012564,USR007,22,2026-05-18 06:49:12,6,0,35.3,0.55,entertainment,pos,0,Medium,20,59.2,485.27,0
TX008151,USR007,22,2026-05-18 16:31:58,16,0,8.95,2.04,entertainment,mobile,0,Low,21,56.81,582.77,0
TX001702,USR007,22,2026-05-18 18:46:17,18,0,38.69,25.2,grocery,pos,0,Medium,22,55.99,134.32,0
TX005469,USR007,22,2026-05-21 13:45:38,13,3,42.8,6.01,online_retail,mobile,0,Medium,23,55.41,4019.35,0
TX004532,USR007,22,2026-05-21 17:08:15,17,3,67.29,10.57,online_retail,pos,0,Medium,24,55.91,202.62,0
TX011301,USR007,22,2026-05-22 04:10:58,4,4,128.24,3.88,grocery,pos,0,High,25,58.8,662.72,0
TX006796,USR007,22,2026-05-22 17:14:45,17,4,30.11,0.47,online_retail,mobile,0,Medium,26,57.7,783.78,0
TX012828,USR007,22,2026-05-23 08:51:29,8,5,270.69,3.84,grocery,web,0,High,27,65.59,936.73,0
TX003494,USR007,22,2026-05-24 07:31:59,7,6,5.7,15.64,grocery,web,0,Low,28,63.45,1360.5,0
TX012293,USR007,22,2026-05-24 12:54:21,12,6,50.37,1.08,online_retail,pos,0,Medium,29,63.0,322.37,0
TX003528,USR007,22,2026-05-25 06:47:35,6,0,14.9,10.98,gas,pos,0,Low,30,61.39,1073.23,0
